scenario,budget,source_winner,point_target_regret_hat,asymptotic_upper_regret_bound_95,directional_lower_regret_bound_95,oracle_ratio_upper_regret_bound_95,estimated_minus_oracle_upper_bound
null_ess1.0,0.1,TO-HGB,0.00021108801168664992,0.00045141065886915283,0.0,0.000451950135047336,-5.394761781831771e-07
null_ess1.0,0.3,TO-HGB,0.0002579835457425668,0.0005838047359264647,0.0,0.0005831071738166881,6.975621097766093e-07
null_ess1.0,0.5,TO-HGB,0.0002164098168367136,0.0005256321321771115,0.0,0.0005249726989860442,6.594331910672949e-07
pc1_ess0.8,0.1,TO-HGB,7.37653803131561e-05,0.0002385758845491841,0.0,0.00023953870808480986,-9.628235356257564e-07
pc1_ess0.8,0.3,TO-HGB,8.74776028607878e-05,0.0002829926659680133,0.0,0.0002838441598245742,-8.514938565609069e-07
pc1_ess0.8,0.5,TO-HGB,0.00016906128958362206,0.0003509702823520218,0.0,0.00035139513213695134,-4.248497849295525e-07
pc1_ess0.5,0.1,DR-HGB,0.0001286024464712371,0.0002701982163155472,0.0,0.00026995551182249915,2.42704493048061e-07
pc1_ess0.5,0.3,TO-HGB,0.00013459716981587184,0.0002783100059582442,0.0,0.0002780452059653163,2.647999929278962e-07
pc1_ess0.5,0.5,TO-HGB,5.632334831545742e-05,0.00015048060422001523,0.0,0.00015027478634660826,2.0581787340696856e-07
