scenario,budget,source_winner,target_best_model_aipw,source_winner_equals_target_best,target_benchmark_point_regret,target_benchmark_lower_regret_95,target_benchmark_upper_regret_95,target_ipw_regret_sensitivity,r2_point_regret_hat,r2_asymptotic_upper_regret_bound_95,r2_bound_minus_target_benchmark_point_regret,benchmark_point_below_r2_bound,source_winner_target_gain,target_best_gain,benchmark_regret_fraction_of_best_gain,benchmark_resolved_nonzero_regret,scenario_label,benchmark_regret_bp,r2_upper_bound_bp
null_ess1.0,0.1,TO-HGB,S-HGB,False,8.555162967989207e-05,0.0,0.0002808405641378,0.0,0.0002110880116866,0.0004514106588691,0.0003658590291892,True,0.0057298226178896,0.0058153742475695,0.014711285299591483,False,No shift (ESS=1.0),0.8555162967989207,4.514106588691
null_ess1.0,0.3,TO-HGB,S-HGB,False,0.0004238162783536,0.0001673640898303,0.0006802684668768,9.963215720023252e-05,0.0002579835457425,0.0005838047359264,0.0001599884575727,True,0.0066784142747694,0.007102230553123,0.05967368634171403,True,No shift (ESS=1.0),4.2381627835360005,5.838047359263999
null_ess1.0,0.5,TO-HGB,S-HGB,False,0.0003245013173484,7.859669398194299e-05,0.000570405940715,0.0,0.0002164098168367,0.0005256321321771,0.0002011308148286,True,0.0069393969615471,0.0072638982788956,0.04467316375990566,True,No shift (ESS=1.0),3.2450131734839998,5.256321321771001
pc1_ess0.8,0.1,TO-HGB,S-HGB,False,0.000149298791589,0.0,0.0003086740018614,0.0001081430483593,7.37653803131561e-05,0.0002385758845491,8.927709296001709e-05,True,0.0022500575724611,0.0023993563640502,0.062224517302206094,False,Moderate shift (ESS≈0.8),1.49298791589,2.385758845491
pc1_ess0.8,0.3,TO-HGB,S-HGB,False,0.000179824049999,0.0,0.0003608077149963,0.0001505977315444,8.74776028607878e-05,0.000282992665968,0.0001031686159689,True,0.0026656187092283,0.0028454427592274,0.06319721224960652,False,Moderate shift (ESS≈0.8),1.7982404999900001,2.8299266596800003
pc1_ess0.8,0.5,TO-HGB,DR-HGB,False,0.0001535756122091,0.0,0.0003223428024582,0.0001096771095875,0.0001690612895836,0.000350970282352,0.0001973946701428,True,0.0028384202317062,0.0029919958439153,0.05132881869519319,False,Moderate shift (ESS≈0.8),1.5357561220909999,3.50970282352
pc1_ess0.5,0.1,DR-HGB,S-HGB,False,0.0001417154746152,5.470806893311024e-06,0.0002779601423371,0.0001240908682241,0.0001286024464712,0.0002701982163155,0.0001284827417002,True,0.0007337423859767,0.000875457860592,0.16187583776947242,True,Stronger shift (ESS≈0.5),1.417154746152,2.701982163155
pc1_ess0.5,0.3,TO-HGB,S-HGB,False,3.080430113575293e-05,0.0,0.0001813876137802,0.0,0.0001345971698158,0.0002783100059582,0.0002475057048224,True,0.001039102587199,0.0010699068883348,0.028791571931737585,False,Stronger shift (ESS≈0.5),0.30804301135752926,2.783100059582
pc1_ess0.5,0.5,TO-HGB,S-HGB,False,5.595078433766854e-05,0.0,0.0001551575970962,1.5175758156772712e-05,5.632334831545742e-05,0.00015048060422,9.452981988233144e-05,True,0.0011654191785541,0.0012213699628917,0.045809857813434496,False,Stronger shift (ESS≈0.5),0.5595078433766855,1.5048060422
