scenario,source_train_n,source_select_n,source_select_treatment_rate,propensity_mean,propensity_p001,propensity_p01,propensity_p50,propensity_p99,propensity_p999,propensity_min,propensity_max,inverse_weight_p99,inverse_weight_p999,inverse_weight_max,calibration_in_large_abs,max_bin_calibration_gap,max_weighted_abs_smd,max_weighted_pc1_decile_dev_from_half
null_ess1.0,2095879,1397687,0.8493825793266296,0.8504454606496363,0.8397497537505225,0.8446710833694988,0.8482553947748284,0.877282059265866,0.8938350908746,0.801007838800714,0.9302931345294878,7.170045487726395,8.145224683394135,12.994710106157365,0.0010628813230066925,0.0051575762925462065,0.007847812810597458,0.00839558129875606
pc1_ess0.8,2097658,1398153,0.8507838845252991,0.8515633889138166,0.8373552274626798,0.8435952320224847,0.8483827089966813,0.8836045292226642,0.898521684109591,0.7994532533164694,0.9267620222296239,7.472577340679235,8.565377406183357,12.447250867890885,0.0007795043885174824,0.008515448664642267,0.009310143928098176,0.010120862489105209
pc1_ess0.5,2097265,1399304,0.851401150226593,0.8519271059326501,0.8372567440563428,0.8427333010557088,0.8486867415869155,0.8835696635940158,0.8987986055660352,0.800432032782606,0.9279340727936376,7.523434019570523,8.560665275220094,12.662055026926978,0.0005259557060570685,0.008755512542055643,0.007600082927782618,0.010553032121818962
